index,sentence,label
276,A commercial airliner will be destroyed by terrorists hacking the software of either the aircraft or an external system such as air traffic control.,1
277,The spirit of the current Constitution of the United States will not be in force continuously for 1000 years.,1
278,"At some point at or before its millennium, it will have been suspended, revoked, superseded or otherwise have ceased to be considered in full legal force.",1
279,"Bitcoins will outperform the US Dollar, Gold, Silver, and the stock market  by over 100 times over the next two years.",1
280,"By Dec 31, 2013 the total volume of payments denominated in Facebook Credits (or any replacement introduced by Facebook) will meet or exceed $16 billion in a three month period.",1
281,"“By December 31, 2020, synthetic solar energy (fusion) will have been shown to be a technically feasible, by an experiment demonstrating a controlled fusion reaction producing more harnessable energy than was used to ignite it.”",1
282,"By January 21, 2016, Facebook will not have the largest market share of social network users who log in at least once per day.",1
283,"By 2050, less than 20% of the United States will attend church on a regular basis (at least 3 times a month)",1
284,"Within twenty years, evidence of human-induced anthropogenic global warming and its deleterious effects will be unequivocal.",1
285,Friends of the Earth (US) will no longer be fighting against nuclear power by December 2015.,1
286,"Within 50 years it will be the dominant paradigm within particle physics that all leptons and quarks are each composed of three pairs of two opposite types of black hole and that a pair of these black holes, when merged, form the underlying units from which the universe is composed.",1
287,China's current regime will be overthrown or reformed (another political Party come into power) before 2020,1
288,A third party candidate will be elected President of the United States.,1
289,By 2050 Baidu.com will surpass Google.com and become world's number 1 search engine.,1
290,"Christopher Hitchens will publically confess his sins to God, however he finds Him between now and the time of his passing, and accept Christ as his Lord, Savior and pathway to God.",1
291,"He will do this in a meaningful rather than a flippant, facetious or hypothetical fashion, by surrendering his earthly will to God, with all of his heart and soul.",1
292,Technocrat will become a political party by 2020.,1
293,"By 2020, GE crops will be grown on 10 fold more acreage than they are today, will be widely accepted by consumers and will have clearly benefited the goals of sustainable agriculture",1
294,A nuclear explosive weapon will be used in war or terrorism.,1
295,There will be a Chernobyl National Park by 2035.,1
296,Human population of the world will peak at or below 8 billion in the 2040s and then drop dramatically.,1
297,"By the end of 2011 it will be clear that the world financial crisis of 2009 had no effect on the rate of urbanization in the developing world, but it led to growth of the informal economy in those countries and to increases in global crime.",1
298,The nation with the highest (nominal) gdp in the world in 2025 will be China.,1
299,California state government will dissolve in default.,1
300,"Google Earth / Street View will become a video gaming platform, where users can play Grand Theft Auto-like games virtually in their own neighborhoods.",1
301,Users will be able to upload GPS-coupled renderings of the insides of buildings.,1
302,"Users will allow others to virtually enter their homes, to pass beyond the public Street View by entering a code serving as a key to unlock their front door.",1
303,By 2014 Twitter like products coupled with person mounted video cameras will allow people to lifecast every moment of their daily experience.,1
304,Others in the community of users will be able to subscribe to the lives of those they wish to follow.,1
305,By 2015 more internet requests will originate from mobile phones and other types of embedded devices than from desktop and laptop personal computers.,1
306,"If the LHC does not find the Higgs Boson or other ""new physics"", then Einstein's ""last twenty years"" will eventually be fully vindicated, including the most natural cosmological extension of general relativity to a finite, deterministic universe.",1
307,"By 2013 eBay will either (1) rename itself Paypal, or (2) spin Paypal out.",1
308,By 2050 the tallest free or non-free standing structure in the world will reach over 10 kilometers in height.,1
309,Somewhere before 2050 abortion on request and/or for socio-economic factors will be illegal worldwide.,1
310,"By 2100, a small self-sustainable population will be living off this planet",1
311,"By 2012, current venture capital- and privately-funded methods of DNA sequencing, independent of any additional “incremental improvements” will be made obsolete by the technology described in The Economist (October 25th - 31st 2008; US print edition, p.82) and at http://www.5bases.com.",1
312,The End of Wheels: A country or state will ban the use of wheeled vehicles by private consumers on high capacity public roads.,1
